battery_no,cycle_idx,residual,soc_est,tau,innovation,abs_innov,innov_abs_ema,norm_innov,norm_innov_ema,abs_dOCV_dSOC,abs_dOCV_dSOC_ema,throughput_frac,soc_gate_alpha_ema,v_resid_abs_mean_so_far,inv_abs_dOCV_dSOC_mean_so_far,norm_innov_mean_so_far,qnom_start_frac
2,3,-0.289115259716014,0.597379722525931,0.295454545454545,-0.123832144782213,0.123832144782213,0.0407858125377518,12.2318351797109,5.58973516209367,0.0995326430390886,0.312596918183488,0.564188171417538,0.486657916720495,0.0698635684651544,7142862.9493957,10.9972824317329,0.00012916162865618
2,3,-0.31692691716953,0.647505429566224,0.318181818181818,-0.034890595008227,0.034890595008227,0.0404910516612756,3.42781431547615,5.4816391197628,0.0882320514654219,0.301378674847585,0.609198213324041,0.511894292570403,0.0679186539492924,6666672.84168597,10.4926512239824,0.00012916162865618
2,3,-0.342152966571174,0.695045528554645,0.340909090909091,-0.056372633268742,0.056372633268742,0.0412851307416489,5.45792544034171,5.48045343579174,0.08951906060913,0.290785694135662,0.654001522581797,0.536299577941883,0.0658597428350005,6250006.48725593,10.1779808625049,0.00012916162865618
2,3,-0.369649299671893,0.744855911242141,0.363636363636364,-0.0768222503159257,0.0768222503159257,0.0430619867203627,7.2436891492031,5.56861522146231,0.104888039032447,0.281490811380501,0.698496460928588,0.559484599044789,0.0635574581847708,5882359.60765121,10.0053754676048,0.00012916162865618
2,3,-0.397220797486783,0.794741458643808,0.386363636363636,-0.0789445212143267,0.0789445212143267,0.0448561134450609,7.24919831321024,5.65264437604971,0.134655794537588,0.274149060538356,0.742587324006757,0.581510369092549,0.0615814398471602,5555562.26424515,9.85225451458287,0.00012916162865618
2,3,-0.426435923557833,0.846270634301635,0.409090909090909,-0.108970067277122,0.108970067277122,0.048061811136664,9.54445868979911,5.84723509173718,0.191621056822894,0.270022660352583,0.786187336412017,0.602434850637922,0.0593155273494385,5263164.52500241,9.8360547343311,0.00012916162865618
2,3,-0.450356931861176,0.892505692191755,0.431818181818182,-0.0539286795640002,0.0539286795640002,0.0483551545580308,4.67395762331262,5.78857121831595,0.263856884520443,0.269714371560976,0.829221432836331,0.622313108106026,0.0589413001539506,5000006.48824896,9.57794987878017,0.00012916162865618
2,3,-0.468119358824577,0.932582168741932,0.454545454545455,-0.0972285264128554,0.0972285264128554,0.050798823150772,8.14638329326482,5.90646182206339,0.442140058300802,0.278335655897967,0.871628722313144,0.641197452700724,0.0578411224645184,4761911.04889076,9.50978004137468,0.00012916162865618
2,3,-0.4834430517937,0.970219911297833,0.477272727272727,-0.15071376749873,0.15071376749873,0.0557945703681699,11.7323170716235,6.1977545845414,2.08566123423964,0.368701934815051,0.913364542612918,0.659137580065688,0.0571291001651779,4545460.56846228,9.61080445184053,0.00012916162865618
2,3,-0.459074293734297,0.990479252411983,0.522727272727273,-0.351864656275302,0.351864656275302,0.0825199021258828,17.9907303611784,7.39852709752094,14.1670013906948,1.71403613176333,0.994733112557501,0.692371666009284,0.0636056989362014,4166672.1936393,10.3538310624936,0.00012916162865618
2,3,-0.43969358255859,0.993412590823052,0.545454545454545,-0.359863926810776,0.359863926810776,0.0963871033601275,15.9094965592158,7.82407557060568,14.1670013906948,2.3366843947099,1.03436897482932,0.707753082708819,0.0681946522029801,4000005.30871719,10.5760576823625,0.00012916162865618
2,3,-0.419084562865629,0.995117620716869,0.568181818181818,-0.344746518573567,0.344746518573567,0.108805074120799,13.73527362928,8.11963547353939,14.1670013906948,2.92820024450914,1.07333982376572,0.722365428573378,0.0733450745244108,3846158.95340448,10.6975659880132,0.00012916162865618
2,3,-0.397452973193445,0.995800080631462,0.590909090909091,-0.362409446643736,0.362409446643736,0.121485292746946,13.1400235993828,8.37065487983156,14.1670013906948,3.49014030181843,1.11169410785657,0.73624715714471,0.0785997836326647,3703708.62441122,10.7880273810269,0.00012916162865618
2,3,-0.375752415562453,0.996413572587247,0.613636363636364,-0.359755151137321,0.359755151137321,0.133398785666465,12.0634167825488,8.55529297496742,14.1670013906948,4.02398335626224,1.14949712455657,0.749434799287474,0.0836088041005836,3571433.31891748,10.8335770025098,0.00012916162865618
2,3,-0.354675442181761,0.997650648793331,0.636363636363636,-0.252687725700902,0.252687725700902,0.139363232668187,8.18830982360923,8.53694381739951,14.1670013906948,4.53113425798387,1.18682909256785,0.7619630593231,0.0895876310493436,3448280.44828538,10.7423608928925,0.00012916162865618
2,3,-0.332300323037944,0.997589579236291,0.659090909090909,-0.277645932706529,0.277645932706529,0.146277367670104,8.65765221005959,8.54297923703252,14.1670013906948,5.01292761461942,1.22378275129987,0.773864906356945,0.095045358797802,3333337.76902875,10.6728706034648,0.00012916162865618
2,3,-0.309765262646853,0.997368568431977,0.681818181818182,-0.327415475165191,0.327415475165191,0.155334273044858,9.72017065104086,8.60183880773293,14.1670013906948,5.47063130342319,1.26046057145533,0.785171661039098,0.10022442887932,3225810.74649836,10.642138346935,0.00012916162865618
