scenario_name,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,init_soc_offset,i_noise_mult,v_noise_mult,current_bias_frac,rmse_ekf,rmse_gpr,delta_gpr_vs_ekf,rmse_ekf_late,rmse_gpr_late,delta_gpr_vs_ekf_late,mean_abs_residual_pred,rmse_v,is_gpr_improved_vs_ekf,is_gpr_worse_vs_ekf,is_selected_cycle
current_bias,13,2,0.97,1,0,1,1,0.005,0.0251878849596707,0.0412212396810927,0.0160333547214219,NaN,NaN,NaN,0.0215500259917022,0.109285622403467,0,1,1
current_bias,13,3,0.94,1,0,1,1,0.005,0.0190158793888817,0.035740273322513,0.0167243939336313,NaN,NaN,NaN,0.020106439837628,0.114211929202541,0,1,1
current_bias,17,1,1,1,0,1,1,0.005,0.0470038559543945,0.0514387644668398,0.00443490851244528,NaN,NaN,NaN,0.0189821367480891,0.107652718783774,0,1,1
current_bias,17,2,0.97,1,0,1,1,0.005,0.0203463518200342,0.0377942517559665,0.0174478999359323,NaN,NaN,NaN,0.0225070324769088,0.114444237424458,0,1,1
current_bias,17,3,0.94,1,0,1,1,0.005,0.00942248302402398,0.030682366320686,0.021259883296662,NaN,NaN,NaN,0.0229848341472668,0.106129573084768,0,1,1
current_bias,20,1,1,1,0,1,1,0.005,0.0397921106467976,0.0531417150643477,0.0133496044175501,NaN,NaN,NaN,0.0201132073649384,0.112703287499956,0,1,1
current_bias,20,2,0.97,1,0,1,1,0.005,0.0193958032131906,0.0381621183989844,0.0187663151857938,NaN,NaN,NaN,0.0223454340142157,0.10671766770713,0,1,1
current_bias,20,3,0.94,1,0,1,1,0.005,0.0128211936105047,0.0340653560247855,0.0212441624142808,NaN,NaN,NaN,0.0209117953876316,0.109118245956095,0,1,1
current_bias,22,1,1,1,0,1,1,0.005,0.0543488103273012,0.0589136704863473,0.00456486015904615,NaN,NaN,NaN,0.0182798507334594,0.116935562559259,0,1,1
current_bias,22,2,0.97,1,0,1,1,0.005,0.0323729760700107,0.0449750193650717,0.012602043295061,NaN,NaN,NaN,0.020774660885079,0.108490524743032,0,1,1
current_bias,22,3,0.94,1,0,1,1,0.005,0.016467171951876,0.0355766812730043,0.0191095093211283,NaN,NaN,NaN,0.0214702781289077,0.106483841098398,0,1,1
current_bias,24,1,1,1,0,1,1,0.005,0.0465643324012607,0.0546245998371201,0.00806026743585934,NaN,NaN,NaN,0.0203096398064623,0.102186965695613,0,1,1
current_bias,24,2,0.97,1,0,1,1,0.005,0.0316109877867849,0.0435177076446352,0.0119067198578504,NaN,NaN,NaN,0.0194687773879746,0.101949975349557,0,1,1
current_bias,24,3,0.94,1,0,1,1,0.005,0.0182084774646967,0.03279049088444,0.0145820134197433,NaN,NaN,NaN,0.0203920330828516,0.113156954734737,0,1,1
